key,type,encoding,value
SPN4088,data,string,Valve Assembly Load sense Pressure
SPN4089,data,string,Valve Assembly Supply Pressure
SPN4090,data,string,NOx limits exceeded, root cause unknown
SPN4091,data,string,NOx limits exceeded due to Deactivation of EGR
SPN4092,data,string,NOx limits exceeded due to Incorrect EGR flow
SPN4093,data,string,NOx limits exceeded due to Low Diesel Exhaust Fluid Consumption
SPN4094,data,string,NOx limits exceeded due to Insufficient Diesel Exhaust Fluid Quality
SPN4095,data,string,NOx limits exceeded due to Interrupted Diesel Exhaust Fluid Dosing
SPN4096,data,string,NOx limits exceeded due to Empty Diesel Exhaust Fluid Tank
SPN4097,data,string,Aftertreatment 1 Fuel Drain Actuator
SPN4098,data,string,Aftertreatment 2 Fuel Drain Actuator
SPN4099,data,string,XBR urgency
SPN4100,data,string,Supported in Expanded Freeze Frame (e.g., DM25)
SPN4101,data,string,Supported in Data Stream
SPN4102,data,string,Supported in Scaled Test Results (e.g., DM30)
SPN4103,data,string,SPN Data Length
SPN4104,data,string,Emission  Related Pending DTC Count
SPN4105,data,string,All Pending DTC Count
SPN4106,data,string,Emission  Related MIL  On DTC Count
SPN4107,data,string,Emission  Related Previously MIL  On Diagnostic Trouble Codes Count
SPN4108,data,string,Emission  Related Permanent DTC Count
SPN4109,data,string,SLOT Identifier
SPN4110,data,string,Test Value
SPN4111,data,string,Test Limit Maximum
SPN4112,data,string,Test Limit Minimum
SPN4113,data,string,DTCx Malfunction Indicator Lamp Support & Status
SPN4114,data,string,DTCx Red Stop Lamp Support & Status
SPN4115,data,string,DTCx Amber Warning Lamp Support & Status
SPN4116,data,string,DTCx Protect Lamp Support & Status
SPN4117,data,string,DTCx Flash Malfunction Indicator Lamp Support & Status
SPN4118,data,string,DTCx Flash Red Stop Lamp Support & Status
SPN4119,data,string,DTCx Flash Amber Warning Lamp Support & Status
SPN4120,data,string,DTCx Flash Protect Lamp Support & Status
SPN4121,data,string,DTCx Total Active Time
SPN4122,data,string,DTCx Total Previously Active Time
SPN4123,data,string,DTCx Time Until Derate
SPN4124,data,string,EI  AECD Number
SPN4125,data,string,EI  AECD Engine Hours Timer 1
SPN4126,data,string,EI  AECD Engine Hours Timer 2
SPN4127,data,string,NOx NTE Control Area Status
SPN4128,data,string,Manufacturer  specific NOx NTE Limited Testing Region Status
SPN4129,data,string,NOx NTE Deficiency Area Status
SPN4130,data,string,PM NTE Control Area Status
SPN4131,data,string,Manufacturer  specific PM NTE Limited Testing Region Status
SPN4132,data,string,PM NTE Deficiency Area Status
SPN4133,data,string,Vehicle Non  Roadworthy Component Count
SPN4134,data,string,Vehicle Continuous Malfunction Indicator
SPN4135,data,string,Vehicle Malfunction Indicator Display Strategy
SPN4136,data,string,Vehicle Malfunction Indicator Activation Mode
SPN4137,data,string,Vehicle Incomplete Monitor Count
SPN4138,data,string,Vehicle Current Malfunction Indicator Accumulated Time
SPN4139,data,string,System Non  Roadworthy Component Count
SPN4140,data,string,System Continuous Malfunction Indicator
SPN4141,data,string,System Malfunction Indicator Display Strategy
SPN4142,data,string,System Malfunction Indicator Activation Mode
SPN4143,data,string,System Incomplete Monitor Count
SPN4144,data,string,Global Technical Regulation Description
SPN4145,data,string,System Cumulative Continuous MI Time
SPN4146,data,string,System Greatest B1 Counter
SPN4147,data,string,Failure Specific B1 Counter
SPN4148,data,string,SPN Identifying Component / System
SPN4149,data,string,FMI Identifying Component / System Specific Test
SPN4151,data,string,Engine Exhaust Temperature Average
SPN4152,data,string,Engine Exhaust Bank 2 Temperature Average
SPN4153,data,string,Engine Exhaust Bank 1 Temperature Average
SPN4154,data,string,Actual Engine    Percent Torque (Fractional)
SPN4155,data,string,Auxiliary I/O Channel #6
SPN4156,data,string,Auxiliary I/O Channel #5
SPN4157,data,string,Auxiliary I/O Channel #4
SPN4158,data,string,Auxiliary I/O Channel #3
SPN4159,data,string,Auxiliary I/O Channel #10
SPN4160,data,string,Auxiliary I/O Channel #9
SPN4161,data,string,Auxiliary I/O Channel #8
SPN4162,data,string,Auxiliary I/O Channel #7
SPN4163,data,string,Auxiliary I/O Channel #14
SPN4164,data,string,Auxiliary I/O Channel #13
SPN4165,data,string,Auxiliary I/O Channel #12
SPN4166,data,string,Auxiliary I/O Channel #11
SPN4167,data,string,Auxiliary I/O Channel #18
SPN4168,data,string,Auxiliary I/O Channel #17
SPN4169,data,string,Auxiliary I/O Channel #16
SPN4170,data,string,Auxiliary I/O Channel #15
SPN4171,data,string,Auxiliary I/O Channel #22
SPN4172,data,string,Auxiliary I/O Channel #21
SPN4173,data,string,Auxiliary I/O Channel #20
SPN4174,data,string,Auxiliary I/O Channel #19
SPN4175,data,string,Diesel Particulate Filter Active Regeneration Forced Status
SPN4176,data,string,Transmission Current Range Display Blank State
SPN4177,data,string,Transmission Oil Life Remaining
SPN4178,data,string,Transmission Service Indicator
SPN4180,data,string,Data Dictionary Manufacturer Code
SPN4181,data,string,Data Dictionary Method
SPN4182,data,string,Generator Output Frequency Adjustment Circuit
SPN4183,data,string,Generator Droop Adjustment Circuit
SPN4184,data,string,Generator Gain Adjustment Circuit
SPN4185,data,string,Overspeed Shutdown Relay Driver
SPN4186,data,string,Low Oil Pressure Shutdown Relay Driver
SPN4187,data,string,High Engine Temperature Shutdown Relay Driver
SPN4188,data,string,Pre  Low Oil Pressure Indicator Relay Driver
SPN4189,data,string,Pre  High Oil Pressure Indicator Relay Driver
SPN4191,data,string,Engine Requested Torque (Fractional)
SPN4192,data,string,Engine Fuel Filter Water Level sensor
SPN4193,data,string,Engine Coolant Pump Outlet Temperature
SPN4194,data,string,Engine Coolant Thermostat Opening
SPN4195,data,string,Engine Coolant Thermostat Mode
SPN4196,data,string,Desired Engine Coolant Pump Outlet Temperature
SPN4197,data,string,Desired Engine Coolant Thermostat Opening
SPN4198,data,string,Aftercooler Coolant Thermostat Mode
SPN4199,data,string,Desired Aftercooler Coolant Intake Temperature
SPN4200,data,string,Desired Aftercooler Coolant Thermostat Opening
SPN4201,data,string,Engine Speed 1
SPN4202,data,string,Engine Speed 3
SPN4203,data,string,Engine Speed Sensor 1 Timing Pattern Status
SPN4204,data,string,Engine Speed Sensor 2 Timing Pattern Status
SPN4205,data,string,Engine Speed Sensor 3 Timing Pattern Status
SPN4206,data,string,Message Counter
SPN4207,data,string,Message Checksum
SPN4209,data,string,Engine Crank Without Prelube
SPN4210,data,string,Engine Prelube Drive
SPN4211,data,string,Hydraulic Fan Motor Pressure
SPN4212,data,string,Fan Drive Bypass Command Status
SPN4213,data,string,Engine Crank Without Fuel Injection
SPN4214,data,string,Engine Fan Reverse Actuator
SPN4215,data,string,Ground  Level Shutdown Activated
SPN4216,data,string,Transmission 1 Reverse Solenoid Valve
SPN4217,data,string,Transmission 1 Shift Solenoid Valve
SPN4218,data,string,Transmission Shift Rail 1 
SPN4219,data,string,Transmission Shift Rail 2 
SPN4220,data,string,Transmission Shift Rail 3 
SPN4221,data,string,Transmission Directional Shift at High Speed
SPN4222,data,string,Generator Speed/Load Governing Bias Circuit
SPN4223,data,string,Pre  High Engine Temperature Warning Relay Driver
SPN4225,data,string,NOx limits exceeded due to error in the NOx control system
SPN4226,data,string,Engine Turbocharger Compressor Intake Differential Pressure
SPN4227,data,string,Engine Crankcase Breather Oil Separator
SPN4228,data,string,Engine Variable Geometry Turbocharger Actuator 1 Temperature
SPN4229,data,string,Retarder Electromagnetic Coil 1
SPN4230,data,string,Retarder Electromagnetic Coil 2
SPN4231,data,string,Retarder Electromagnetic Coil 3
SPN4232,data,string,Retarder Electromagnetic Coil 4
SPN4233,data,string,Retarder Road Speed Limit Switch
SPN4234,data,string,Retarder Road Speed Exceeded Status
SPN4236,data,string,Short  term Fuel Trim    Bank 1
SPN4237,data,string,Long  term Fuel Trim    Bank 1
SPN4238,data,string,Short  term Fuel Trim    Bank 2
SPN4239,data,string,Long  term Fuel Trim    Bank 2
SPN4240,data,string,Engine Exhaust Bank 1 O2 Sensor Closed Loop Operation
SPN4241,data,string,Engine Exhaust Bank 2 O2 Sensor Closed Loop Operation
SPN4242,data,string,Transmission Reverse Gear Shift Inhibit Request
SPN4243,data,string,Engine Oil to Coolant Differential Temperature
SPN4244,data,string,Engine Run Relay
SPN4245,data,string,Fuel energy content
SPN4246,data,string,Transmission Mode 5
SPN4247,data,string,Transmission Mode 6
SPN4248,data,string,Transmission Mode 7
SPN4249,data,string,Transmission Mode 8
SPN4250,data,string,Transmission Mode 5 Indicator
SPN4251,data,string,Transmission Mode 6 Indicator
SPN4252,data,string,Transmission Mode 7 Indicator
SPN4253,data,string,Transmission Mode 8 Indicator
SPN4254,data,string,Transmission Mode Label
SPN4255,data,string,Transmission Requested Launch Gear
SPN4256,data,string,Cranking Voltage
SPN4257,data,string,Engine Fuel 1 Injector Group 3
SPN4258,data,string,Engine Fuel 1 Injector Group 4
SPN4259,data,string,Engine Fuel 1 Injector Group 5
SPN4260,data,string,Engine Fuel 1 Injector Group 6
SPN4261,data,string,Transmission Reverse Gear Shift Inhibit Status
SPN4263,data,string,Manufacturer Specified Information
SPN4265,data,string,Aftertreatment 1 Ignition Transformer Secondary Output
SPN4266,data,string,Aftertreatment 2 Ignition Transformer Secondary Output
SPN4267,data,string,Engine Cylinder #01 Exhaust Valve Actuator
SPN4268,data,string,Engine Cylinder #02 Exhaust Valve Actuator
SPN4269,data,string,Engine Cylinder #03 Exhaust Valve Actuator
SPN4270,data,string,Engine Cylinder #04 Exhaust Valve Actuator
SPN4271,data,string,Engine Cylinder #05 Exhaust Valve Actuator
SPN4272,data,string,Engine Cylinder #06 Exhaust Valve Actuator
SPN4273,data,string,Engine Cylinder #07 Exhaust Valve Actuator
SPN4274,data,string,Engine Cylinder #08 Exhaust Valve Actuator
SPN4275,data,string,Engine Cylinder #09 Exhaust Valve Actuator
SPN4276,data,string,Engine Cylinder #10 Exhaust Valve Actuator
SPN4277,data,string,Engine Cylinder #11 Exhaust Valve Actuator
SPN4278,data,string,Engine Cylinder #12 Exhaust Valve Actuator
SPN4279,data,string,Engine Cylinder #13 Exhaust Valve Actuator
SPN4280,data,string,Engine Cylinder #14 Exhaust Valve Actuator
SPN4281,data,string,Engine Cylinder #15 Exhaust Valve Actuator
SPN4282,data,string,Engine Cylinder #16 Exhaust Valve Actuator
SPN4283,data,string,Engine Cylinder #17 Exhaust Valve Actuator
SPN4284,data,string,Engine Cylinder #18 Exhaust Valve Actuator
SPN4285,data,string,Engine Cylinder #19 Exhaust Valve Actuator
SPN4286,data,string,Engine Cylinder #20 Exhaust Valve Actuator
SPN4287,data,string,Engine Exhaust Valve Actuation System Oil Pressure
SPN4288,data,string,Engine Exhaust Valve Actuation System Oil Temperature
SPN4289,data,string,Aftertreatment 1 Three Way Catalyst Intake Temperature
SPN4290,data,string,Aftertreatment 1 Three Way Catalyst Outlet Temperature
SPN4291,data,string,Aftertreatment 1 Three Way Catalyst Differential Pressure
SPN4292,data,string,Aftertreatment 1 Three Way Catalyst Intake Temperature Preliminary FMI
SPN4293,data,string,Aftertreatment 1 Three Way Catalyst Outlet Temperature Preliminary FMI
SPN4294,data,string,Aftertreatment 1 Three Way Catalytic Converter Differential Pressure Preliminary FMI
SPN4295,data,string,Aftertreatment 2 Three Way Catalyst Intake Temperature
SPN4296,data,string,Aftertreatment 2 Three Way Catalyst Outlet Temperature
SPN4297,data,string,Aftertreatment 2 Three Way Catalyst Differential Pressure
SPN4298,data,string,Aftertreatment 2 Three Way Catalyst Intake Temperature Preliminary FMI
SPN4299,data,string,Aftertreatment 2 Three Way Catalyst Outlet Temperature Preliminary FMI
SPN4300,data,string,Aftertreatment 2 Three Way Catalytic Converter Differential Pressure Preliminary FMI
SPN4301,data,string,Aftertreatment 1 Fuel Injector 1 Heater Control
SPN4302,data,string,Aftertreatment 2 Fuel Injector 1 Heater Control
SPN4303,data,string,Aftertreatment 2 Fuel Pressure 2
SPN4304,data,string,ECU Manufacturer Name
SPN4305,data,string,Machine selected speed
SPN4306,data,string,Machine selected distance
SPN4307,data,string,Persistent limit status
SPN4308,data,string,Machine selected speed source
SPN4309,data,string,Machine selected direction
SPN4310,data,string,Machine selected speed setpoint command
SPN4311,data,string,Machine selected speed setpoint limit
SPN4312,data,string,Machine selected direction command
SPN4313,data,string,ISOBUS compliance certification year
SPN4314,data,string,ISOBUS compliance certificate revision
SPN4315,data,string,ISOBUS compliance certificate laboratory type
SPN4316,data,string,ISOBUS Compliance certification laboratory ID
SPN4317,data,string,ISOBUS Compliance certification type    Minimum ECU
SPN4318,data,string,ISOBUS Compliance certification type    TECU Class 1
SPN4319,data,string,ISOBUS Compliance certification type    TECU Class 2
SPN4320,data,string,ISOBUS Compliance certification type    TECU Class 3
SPN4321,data,string,ISOBUS Compliance certification type    Class 3 ECU
SPN4322,data,string,ISOBUS Compliance certification type    Virtual terminal
SPN4323,data,string,ISOBUS Compliance certification type    VT working set master
SPN4324,data,string,ISOBUS Compliance certification type    VT working set member
SPN4325,data,string,ISOBUS Compliance certification type    Task Controller
SPN4326,data,string,ISOBUS Compliance certification type    TC working set master
SPN4327,data,string,ISOBUS Compliance certification type    TC working set member
SPN4328,data,string,ISOBUS Compliance certification type    File server
SPN4329,data,string,ISOBUS Compliance certification type    GPS receiver
SPN4330,data,string,ISOBUS Compliance certification reference number
SPN4331,data,string,Aftertreatment 1 Diesel Exhaust Fluid Actual Dosing Quantity
SPN4332,data,string,Aftertreatment 1 SCR System 1 State
SPN4333,data,string,Aftertreatment 1 Diesel Exhaust Fluid Actual Quantity of Integrator
SPN4334,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser 1 Absolute Pressure
SPN4335,data,string,Aftertreatment 1 SCR Dosing Air Assist Absolute Pressure
SPN4336,data,string,Aftertreatment 1 SCR Dosing Air Assist Valve
SPN4337,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser 1 Temperature
SPN4338,data,string,Aftertreatment 1 SCR Doser Valve Exhaust Temperature Reduction Request
SPN4339,data,string,Aftertreatment 1 SCR Feedback Control Status
SPN4340,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 1 State
SPN4341,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 1 Preliminary FMI
SPN4342,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 2 State
SPN4343,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 2 Preliminary FMI
SPN4344,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 3 State
SPN4345,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 3 Preliminary FMI
SPN4346,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 4 State
SPN4347,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 4 Preliminary FMI
SPN4348,data,string,Aftertreatment 1 Diesel Exhaust Fluid Dosing Requested Quantity
SPN4349,data,string,Aftertreatment 1 SCR System Requested State
SPN4350,data,string,Aftertreatment 1 Diesel Exhaust Fluid Requested Quantity of Integrator
SPN4352,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser Fault Suppression Request
SPN4353,data,string,Aftertreatment 1 Diesel Exhaust Fluid Doser Heating Mode Request
SPN4354,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 1
SPN4355,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 2
SPN4356,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 3
SPN4357,data,string,Aftertreatment 1 Diesel Exhaust Fluid Line Heater 4
SPN4358,data,string,Aftertreatment 1 SCR Differential Pressure
SPN4359,data,string,Aftertreatment 1 SCR Differential Pressure Preliminary FMI
SPN4360,data,string,Aftertreatment 1 SCR Intake Temperature
SPN4361,data,string,Aftertreatment 1 SCR Intake Temperature Preliminary FMI
SPN4362,data,string,Aftertreatment 1 SCR Outlet Temperature Preliminary FMI
SPN4363,data,string,Aftertreatment 1 SCR Outlet Temperature
SPN4364,data,string,Aftertreatment 1 SCR Conversion Efficiency
SPN4365,data,string,Aftertreatment 1 Diesel Exhaust Fluid Tank 1 Temperature Preliminary FMI
SPN4366,data,string,Aftertreatment 1 Diesel Exhaust Fluid Tank 1 Heater Preliminary FMI
SPN4367,data,string,Aftertreatment 1 Diesel Exhaust Fluid Quick Thaw Tank Volume
SPN4368,data,string,Aftertreatment 1 Diesel Exhaust Fluid Quick Thaw Temperature
SPN4369,data,string,Aftertreatment 1 Diesel Exhaust Fluid Quick Thaw Tank Level
SPN4370,data,string,Aftertreatment 1 Diesel Exhaust Fluid Quick Thaw Level/Volume Preliminary FMI
